
---------- Begin Simulation Statistics ----------
simSeconds                                   0.006917                       # Number of seconds simulated (Second)
simTicks                                   6916981000                       # Number of ticks simulated (Tick)
finalTick                                  6916981000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    861.02                       # Real time elapsed on the host (Second)
hostTickRate                                  8033479                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8893552                       # Number of bytes of host memory used (Byte)
simInsts                                     26186696                       # Number of instructions simulated (Count)
simOps                                       49975475                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    30413                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      58042                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        13833963                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29608981                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   69127                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28067218                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                107152                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4690364                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6519417                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              39966                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           13533200                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.073953                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.574642                       # Number of insts issued each cycle (Count)
system.cpu0.icache.overallAccesses::cpu0.inst      1233499                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total      1233499                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.003754                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.003754                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.003754                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.003754                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 79230.021382                       # average overall miss latency ((Cycle/Count))
system.cpu0.icache.demandAvgMissLatency::total 79230.021382                       # average overall miss latency ((Cycle/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 79230.021382                       # average overall miss latency ((Cycle/Count))
system.cpu0.icache.overallAvgMissLatency::total 79230.021382                       # average overall miss latency ((Cycle/Count))
system.cpu0.icache.blockedCycles::no_mshrs         2102                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs           30                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs     70.066667                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks         3205                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total             3205                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst          911                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          911                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          911                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          911                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst         3719                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total         3719                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst         3719                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total         3719                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst    297250999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total    297250999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst    297250999                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total    297250999                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.003015                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.003015                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.003015                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.003015                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 79927.668459                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 79927.668459                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 79927.668459                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 79927.668459                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.icache.replacements                  3205                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst      1228869                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total        1228869                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst         4630                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total         4630                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst    366834999                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total    366834999                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst      1233499                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total      1233499                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.003754                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.003754                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 79230.021382                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 79230.021382                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst          911                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total          911                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst         3719                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total         3719                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst    297250999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total    297250999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.003015                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.003015                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 79927.668459                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 79927.668459                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          503.776917                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs             1232587                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs              3718                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs            331.518827                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              95000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   503.776917                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.983939                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.983939                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0           94                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::1          307                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::2            5                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::3          106                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses           2470716                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses          2470716                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                    83201                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                   3200224                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                  149444                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts              29678108                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts                1708                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts                 3042608                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts                1207118                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                24025                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                    37710                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                   89394                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents           246                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect         53240                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect        58465                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts              111705                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit                27857064                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount               27818080                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst                 21576464                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst                 35501152                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       2.010854                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.607768                       # Average fanout of values written-back ((Count/Count))
system.cpu0.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu0.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.lsq0.forwLoads                     102219                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads                 616768                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses                 167                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation                246                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores                196427                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads                  14                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache                  2676                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples           2425840                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean            13.470125                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev           33.743697                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9               2134236     87.98%     87.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19               11174      0.46%     88.44% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29               36735      1.51%     89.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::30-39                4074      0.17%     90.12% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49                4137      0.17%     90.29% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::50-59               11468      0.47%     90.77% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::60-69               25318      1.04%     91.81% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::70-79               51971      2.14%     93.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::80-89               84712      3.49%     97.44% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::90-99                 492      0.02%     97.46% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::100-109               405      0.02%     97.48% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::110-119               230      0.01%     97.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::120-129               143      0.01%     97.50% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::130-139               347      0.01%     97.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::140-149               491      0.02%     97.53% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::150-159              1683      0.07%     97.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::160-169              4013      0.17%     97.77% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::170-179              5699      0.23%     98.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::180-189             14972      0.62%     98.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::190-199             31530      1.30%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::200-209              1865      0.08%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::210-219                78      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::220-229                11      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::230-239                 4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::240-249                 3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::250-259                 3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::260-269                 1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::270-279                 3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289                 2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299                 1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows              39      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value             767                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total             2425840                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses                2798619                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                1110346                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                     3777                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                     2475                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses                1234923                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                     1831                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                 83201                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                 1593106                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles                4198370                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles         25871                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                  4369932                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles              3262720                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts              30408916                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                51817                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents                623744                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                330032                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents               2131120                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.fullRegistersEvents            209                       # Number of times there has been no free registers (Count)
system.cpu0.rename.renamedOperands           38941499                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                   78126398                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                44268007                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                   189080                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps             31841341                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                 7100144                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                   1343                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing               1316                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                  2673245                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                        40654864                       # The number of ROB reads (Count)
system.cpu0.rob.writes                       60002500                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts                13093343                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                  24987729                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                   79                       # Number of system calls (Count)
system.cpu1.numCycles                        13744962                       # Number of cpu cycles simulated (Cycle)
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                       29612562                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                   69159                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                      28070026                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued                107305                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined             4693975                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu1.squashedOperandsExamined          6523477                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu1.squashedNonSpecRemoved              39999                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu1.numIssuedDist::samples           13440935                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean              2.088398                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev             2.577527                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0                  6873183     51.14%     51.14% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1                   822627      6.12%     57.26% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                   736073      5.48%     62.73% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                  1046112      7.78%     70.52% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4                   768080      5.71%     76.23% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::5                   894782      6.66%     82.89% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::6                  1260744      9.38%     92.27% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::7                   788449      5.87%     98.13% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::8                   250885      1.87%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::total             13440935                       # Number of insts issued each cycle (Count)
system.cpu1.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntAlu                1236453     97.07%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntMult                     0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntDiv                      0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatAdd                    0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCmp                    0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCvt                    0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMult                   0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMultAcc                0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatDiv                    0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMisc                   0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatSqrt                   0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAdd                     1      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAddAcc                  0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAlu                   126      0.01%     97.08% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdCmp                     0      0.00%     97.08% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdCvt                   947      0.07%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdMisc                   13      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdMult                    0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdMultAcc                 0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdShift                  14      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdShiftAcc                0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdDiv                     0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdSqrt                    0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatAdd                0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatAlu                0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatCmp                0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatCvt                0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatDiv                0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatMisc               0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatMult               0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatMultAcc            0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatSqrt               0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdReduceAdd               0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdReduceAlu               0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdReduceCmp               0      0.00%     97.16% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatReduceAdd            0      0.00%     97.16% # attempts to use FU when none available (Count)
