
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000017                       # Number of seconds simulated (Second)
simTicks                                     16961000                       # Number of ticks simulated (Tick)
finalTick                                    16961000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.08                       # Real time elapsed on the host (Second)
hostTickRate                                220987349                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8522664                       # Number of bytes of host memory used (Byte)
simInsts                                        11492                       # Number of instructions simulated (Count)
simOps                                          20758                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   149568                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     270144                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                           33894                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                          20315                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                       3                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                         17399                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                    33                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined                9939                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined            13300                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                  2                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples              19403                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.896717                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.816908                       # Number of insts issued each cycle (Count)
system.cpu0.decode.squashedInsts                  823                       # Number of squashed instructions handled by decode (Count)
system.cpu0.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED     16961000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED     16961000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.fetch.icacheStallCycles             10500                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu0.fetch.insts                         14542                       # Number of instructions fetch has processed (Count)
system.cpu0.fetch.branches                       3316                       # Number of branches that fetch encountered (Count)
system.cpu0.fetch.predictedBranches              1071                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                         8038                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                   1076                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                  42                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles          264                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.pendingQuiesceStallCycles           21                       # Number of stall cycles due to pending quiesce instructions (Cycle)
system.cpu0.fetch.cacheLines                     2006                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                  258                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples             19403                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             1.318611                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            2.808571                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                   15543     80.11%     80.11% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                     123      0.63%     80.74% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                     186      0.96%     81.70% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                     180      0.93%     82.63% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                     256      1.32%     83.95% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                     188      0.97%     84.91% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                     310      1.60%     86.51% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                     210      1.08%     87.59% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                    2407     12.41%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total               19403                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.branchRate                 0.097834                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetch.rate                       0.429043                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.icache.demandHits::cpu0.inst         1630                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total             1630                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst         1630                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total            1630                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst          376                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total            376                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst          376                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total           376                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst     21967000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total     21967000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst     21967000                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total     21967000                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst         2006                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total         2006                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst         2006                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total         2006                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.187438                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.187438                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.187438                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.187438                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 58422.872340                       # average overall miss latency ((Cycle/Count))
system.cpu0.icache.demandAvgMissLatency::total 58422.872340                       # average overall miss latency ((Cycle/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 58422.872340                       # average overall miss latency ((Cycle/Count))
system.cpu0.icache.overallAvgMissLatency::total 58422.872340                       # average overall miss latency ((Cycle/Count))
system.cpu0.icache.blockedCycles::no_mshrs           23                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            1                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs            23                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks           28                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total               28                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst          100                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          100                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          100                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          100                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst          276                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total          276                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst          276                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total          276                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst     17207500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total     17207500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst     17207500                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total     17207500                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.137587                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.137587                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.137587                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.137587                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 62346.014493                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 62346.014493                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 62346.014493                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 62346.014493                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.icache.replacements                    28                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst         1630                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total           1630                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst          376                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total          376                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst     21967000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total     21967000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst         2006                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total         2006                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.187438                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.187438                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 58422.872340                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 58422.872340                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst          100                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total          100                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst          276                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total          276                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst     17207500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total     17207500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.137587                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.137587                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 62346.014493                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 62346.014493                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED     16961000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          122.433531                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs                1906                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs               276                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs              6.905797                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              62500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   122.433531                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.239128                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.239128                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          248                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0          172                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::1           76                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024     0.484375                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses              4288                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses             4288                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED     16961000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                      381                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                      1157                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                      14                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts                 20318                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts                  29                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts                    2074                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts                   1375                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                    3                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                        1                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                      12                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents            17                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect            35                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect          354                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts                 389                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit                   16671                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount                  16468                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst                    11255                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst                    17655                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       0.485868                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.637496                       # Average fanout of values written-back ((Count/Count))
system.cpu0.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu0.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED     16961000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED     16961000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.lsq0.forwLoads                        196                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads                    994                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses                   6                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation                 17                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores                   433                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads                   0                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache                     2                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples              1080                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean             8.752778                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev           26.006291                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9                  1029     95.28%     95.28% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19                   1      0.09%     95.37% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29                   1      0.09%     95.46% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49                   1      0.09%     95.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::70-79                   1      0.09%     95.65% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::80-89                   1      0.09%     95.74% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::110-119                 4      0.37%     96.11% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::120-129                17      1.57%     97.69% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::130-139                23      2.13%     99.81% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::140-149                 1      0.09%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::150-159                 1      0.09%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value             158                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total                1080                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses                   1829                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                   1238                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                       43                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                       13                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED     16961000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses                   2056                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                       87                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED     16961000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON     16961000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                   381                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                   10698                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles                   1319                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles            54                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                     3205                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles                 3746                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts                 22070                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                   10                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents                    68                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.SQFullEvents                  3643                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands              26042                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                      55338                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                   30590                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                        4                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps                11912                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                   14130                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                      6                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing                  5                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                     1164                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                           37637                       # The number of ROB reads (Count)
system.cpu0.rob.writes                          41754                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts                    5746                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                     10379                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                   11                       # Number of system calls (Count)
system.cpu1.numCycles                           33923                       # Number of cpu cycles simulated (Cycle)
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                          20334                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                       3                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                         17410                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued                    31                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined                9941                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu1.squashedOperandsExamined            13335                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu1.squashedNonSpecRemoved                  1                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu1.numIssuedDist::samples              19416                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean              0.896683                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev             1.817373                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0                    14422     74.28%     74.28% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1                     1031      5.31%     79.59% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                      903      4.65%     84.24% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                      673      3.47%     87.71% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4                      786      4.05%     91.75% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::5                      602      3.10%     94.85% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::6                      677      3.49%     98.34% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::7                      238      1.23%     99.57% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::8                       84      0.43%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::total                19416                       # Number of insts issued each cycle (Count)
system.cpu1.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntAlu                    172     81.90%     81.90% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntMult                     0      0.00%     81.90% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntDiv                      0      0.00%     81.90% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatAdd                    0      0.00%     81.90% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCmp                    0      0.00%     81.90% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCvt                    0      0.00%     81.90% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMult                   0      0.00%     81.90% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMultAcc                0      0.00%     81.90% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatDiv                    0      0.00%     81.90% # attempts to use FU when none available (Count)
