
---------- Begin Simulation Statistics ----------
simSeconds                                   0.007516                       # Number of seconds simulated (Second)
simTicks                                   7516380000                       # Number of ticks simulated (Tick)
finalTick                                  7516380000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1859.98                       # Real time elapsed on the host (Second)
hostTickRate                                  4041103                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    9097212                       # Number of bytes of host memory used (Byte)
simInsts                                     52374321                       # Number of instructions simulated (Count)
simOps                                       99952730                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    28158                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      53738                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        15032761                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29773364                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   70145                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28213247                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                111186                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4855310                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6685964                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              40984                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           14719862                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.916679                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.536840                       # Number of insts issued each cycle (Count)
system.cpu0.lsq0.loadToUse::280-289                 1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299                11      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows              60      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value             656                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total             2425878                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses                2816504                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                1116441                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                     3902                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                     2468                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   7516380000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses                1237785                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                     2001                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   7516380000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON   7516380000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                 83902                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                 1600277                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles                5322180                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles         26530                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                  4396560                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles              3290413                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts              30583880                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                64739                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents                639982                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                456669                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents               2024721                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.fullRegistersEvents            212                       # Number of times there has been no free registers (Count)
system.cpu0.rename.renamedOperands           39178981                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                   78542976                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                44521154                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                   188318                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps             31841892                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                 7337075                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                   1346                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing               1317                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                  2675708                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                        41969412                       # The number of ROB reads (Count)
system.cpu0.rob.writes                       60359167                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts                13093582                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                  24988184                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                   79                       # Number of system calls (Count)
system.cpu1.numCycles                        15009320                       # Number of cpu cycles simulated (Cycle)
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                       29765544                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                   70211                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                      28203998                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued                111159                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined             4847571                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu1.squashedOperandsExamined          6687337                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu1.squashedNonSpecRemoved              41051                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu1.numIssuedDist::samples           14694632                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean              1.919340                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev             2.536045                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0                  8078233     54.97%     54.97% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1                   848695      5.78%     60.75% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                   747293      5.09%     65.84% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                  1049363      7.14%     72.98% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4                   763740      5.20%     78.17% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::5                   891190      6.06%     84.24% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::6                  1268534      8.63%     92.87% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::7                   790158      5.38%     98.25% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::8                   257426      1.75%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::total             14694632                       # Number of insts issued each cycle (Count)
system.cpu1.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntAlu                1241552     96.98%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntMult                     0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntDiv                      0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatAdd                    0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCmp                    0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCvt                    2      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMult                   0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMultAcc                0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatDiv                    0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMisc                   0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatSqrt                   0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAdd                     1      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAddAcc                  0      0.00%     96.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAlu                   131      0.01%     96.99% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdCmp                     0      0.00%     96.99% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdCvt                  1012      0.08%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdMisc                   15      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdMult                    0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdMultAcc                 0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdShift                  15      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdShiftAcc                0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdDiv                     0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdSqrt                    0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatAdd                0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatAlu                0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatCmp                0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatCvt                0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatDiv                0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatMisc               0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatMult               0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatMultAcc            0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatSqrt               0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdReduceAdd               0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdReduceAlu               0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdReduceCmp               0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatReduceAdd            0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatReduceCmp            0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAes                     0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAesMix                  0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdSha1Hash                0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdSha1Hash2               0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdSha256Hash              0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdSha256Hash2             0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdShaSigma2               0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdShaSigma3               0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdPredAlu                 0      0.00%     97.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::MemRead                 27485      2.15%     99.22% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::MemWrite                 9020      0.70%     99.92% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMemRead              756      0.06%     99.98% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMemWrite             243      0.02%    100.00% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IprAccess                   0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::InstPrefetch                0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu1.statIssuedInstType_0::No_OpClass       106601      0.38%      0.38% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::IntAlu     23857051     84.59%     84.97% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::IntMult       121629      0.43%     85.40% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::IntDiv        40538      0.14%     85.54% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatAdd         8601      0.03%     85.57% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatCmp            0      0.00%     85.57% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatCvt         2638      0.01%     85.58% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatMult            0      0.00%     85.58% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatMultAcc            0      0.00%     85.58% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatDiv            0      0.00%     85.58% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatMisc            0      0.00%     85.58% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatSqrt            0      0.00%     85.58% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdAdd         7817      0.03%     85.61% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdAddAcc            0      0.00%     85.61% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdAlu        16020      0.06%     85.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdCmp            8      0.00%     85.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdCvt        16994      0.06%     85.73% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdMisc        14887      0.05%     85.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdMult            0      0.00%     85.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdMultAcc            0      0.00%     85.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdShift         2299      0.01%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdShiftAcc            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdDiv            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdSqrt            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatAdd            7      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatAlu            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatCmp            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatCvt           12      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatDiv            3      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatMisc            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatMult            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdReduceAdd            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdReduceAlu            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdReduceCmp            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdAes            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdAesMix            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdSha1Hash            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdSha256Hash            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdShaSigma2            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdShaSigma3            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::SimdPredAlu            0      0.00%     85.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::MemRead      2856865     10.13%     95.92% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::MemWrite      1108898      3.93%     99.85% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatMemRead        25451      0.09%     99.94% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::FloatMemWrite        17679      0.06%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu1.statIssuedInstType_0::total      28203998                       # Number of instructions issued per FU type, per thread (Count)
system.cpu1.issueRate                        1.879099                       # Inst issue rate ((Count/Cycle))
system.cpu1.fuBusy                            1280232                       # FU busy when requested (Count)
system.cpu1.fuBusyRate                       0.045392                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu1.intInstQueueReads                72259106                       # Number of integer instruction queue reads (Count)
system.cpu1.intInstQueueWrites               34522712                       # Number of integer instruction queue writes (Count)
system.cpu1.intInstQueueWakeupAccesses       27814868                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu1.fpInstQueueReads                   234913                       # Number of floating instruction queue reads (Count)
system.cpu1.fpInstQueueWrites                  160856                       # Number of floating instruction queue writes (Count)
system.cpu1.fpInstQueueWakeupAccesses          112864                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu1.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu1.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu1.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu1.intAluAccesses                   29259181                       # Number of integer alu accesses (Count)
system.cpu1.fpAluAccesses                      118448                       # Number of floating point alu accesses (Count)
system.cpu1.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu1.numInsts                         28064657                       # Number of executed instructions (Count)
system.cpu1.numLoadInsts                      2845013                       # Number of load instructions executed (Count)
system.cpu1.numSquashedInsts                   139341                       # Number of squashed instructions skipped in execute (Count)
system.cpu1.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu1.numNop                                  0                       # Number of nop insts executed (Count)
system.cpu1.numRefs                           3961570                       # Number of memory reference insts executed (Count)
system.cpu1.numBranches                       3387119                       # Number of branches executed (Count)
system.cpu1.numStoreInsts                     1116557                       # Number of stores executed (Count)
system.cpu1.numRate                          1.869815                       # Inst execution rate ((Count/Cycle))
system.cpu1.timesIdled                           2449                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu1.idleCycles                         314688                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu1.committedInsts                   13093582                       # Number of Instructions Simulated (Count)
system.cpu1.committedOps                     24988184                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu1.cpi                              1.146311                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu1.totalCpi                         1.146311                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu1.ipc                              0.872363                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu1.totalIpc                         0.872363                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu1.intRegfileReads                  39937128                       # Number of integer regfile reads (Count)
system.cpu1.intRegfileWrites                 23450007                       # Number of integer regfile writes (Count)
system.cpu1.fpRegfileReads                     153002                       # Number of floating regfile reads (Count)
system.cpu1.fpRegfileWrites                     85071                       # Number of floating regfile writes (Count)
system.cpu1.ccRegfileReads                   19123844                       # number of cc regfile reads (Count)
system.cpu1.ccRegfileWrites                  12175508                       # number of cc regfile writes (Count)
system.cpu1.miscRegfileReads                 11048427                       # number of misc regfile reads (Count)
system.cpu1.miscRegfileWrites                    1296                       # number of misc regfile writes (Count)
system.cpu1.MemDepUnit__0.insertedLoads       3066243                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__0.insertedStores      1216769                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__0.conflictingLoads       230236                       # Number of conflicting loads. (Count)
system.cpu1.MemDepUnit__0.conflictingStores        71299                       # Number of conflicting stores. (Count)
system.cpu1.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu1.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu1.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu1.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu1.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu1.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu1.branchPred.lookups                3994962                       # Number of BP lookups (Count)
system.cpu1.branchPred.condPredicted          3717591                       # Number of conditional branches predicted (Count)
system.cpu1.branchPred.condIncorrect            83128                       # Number of conditional branches incorrect (Count)
system.cpu1.branchPred.BTBLookups             2402281                       # Number of BTB lookups (Count)
system.cpu1.branchPred.BTBHits                2397511                       # Number of BTB hits (Count)
system.cpu1.branchPred.BTBHitRatio           0.998014                       # BTB Hit Ratio (Ratio)
system.cpu1.branchPred.RASUsed                  49559                       # Number of times the RAS was used to get a target. (Count)
system.cpu1.branchPred.RASIncorrect                25                       # Number of incorrect RAS predictions. (Count)
system.cpu1.branchPred.indirectLookups          47833                       # Number of indirect predictor lookups. (Count)
system.cpu1.branchPred.indirectHits             38734                       # Number of indirect target hits. (Count)
system.cpu1.branchPred.indirectMisses            9099                       # Number of indirect misses. (Count)
system.cpu1.branchPred.indirectMispredicted         1676                       # Number of mispredicted indirect branches. (Count)
system.cpu1.commit.commitSquashedInsts        4844051                       # The number of squashed insts skipped by commit (Count)
system.cpu1.commit.commitNonSpecStalls          29160                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu1.commit.branchMispredicts            83111                       # The number of times a branch was mispredicted (Count)
system.cpu1.commit.numCommittedDist::samples     14017462                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::mean     1.782647                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::stdev     2.883574                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::0        8839836     63.06%     63.06% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::1         958066      6.83%     69.90% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::2         329279      2.35%     72.25% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::3        1026550      7.32%     79.57% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::4         273489      1.95%     81.52% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::5         312726      2.23%     83.75% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::6         209122      1.49%     85.24% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::7         167560      1.20%     86.44% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::8        1900834     13.56%    100.00% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::total     14017462                       # Number of insts commited each cycle (Count)
system.cpu1.commit.instsCommitted            13093582                       # Number of instructions committed (Count)
system.cpu1.commit.opsCommitted              24988184                       # Number of ops (including micro ops) committed (Count)
system.cpu1.commit.memRefs                    3436572                       # Number of memory references committed (Count)
system.cpu1.commit.loads                      2425878                       # Number of loads committed (Count)
system.cpu1.commit.amos                             0                       # Number of atomic instructions committed (Count)
system.cpu1.commit.membars                      18576                       # Number of memory barriers committed (Count)
